length,lev_dist,sample_ms,total_ms,total_samples,lev_ball_arcs,productions,rank
19,1,2,2951,4,95,49,0
20,3,2,13684,6,321,61,0
19,2,0,4927,2,191,46,0
19,4,14,28810,30,436,84,18
20,2,4,5258,8,201,52,0
20,1,0,3099,1,100,40,0
20,3,7254,20030,4259,321,2634,563
20,3,15,12546,30,321,62,0
23,2,1,6318,2,231,54,0
24,2,3,5725,5,241,95,0
23,2,1,5323,2,231,52,0
24,3,2,16525,2,385,52,0
24,2,3,6674,4,241,65,0
24,1,1,3184,2,120,52,0
23,2,7,5280,10,231,97,2
24,2,1,5943,2,241,54,0
23,3,1,12354,2,369,52,0
23,3,2498,15524,1430,369,1160,467
25,2,37,7312,56,251,112,1
25,1,1,3712,2,125,58,0
24,3,443,18820,377,385,180,252
23,4,716,37735,388,528,249,116
26,1,4,4385,5,130,72,0
24,2,2,6807,4,241,62,0
25,2,41,7659,80,251,283,0
25,1,1,3576,2,125,56,0
25,3,2522,19775,288,401,238,58
40,2,10,29765,4,401,93,0
41,1,2,9140,2,205,86,0
39,3,15089,106676,5273,625,3162,2045
40,3,973,71211,840,641,158,16
40,2,311,28415,221,401,130,8
39,2,16,20918,15,391,96,0
40,2,17,24246,18,401,160,0
39,2,41,22842,53,391,379,0
40,2,313,22520,105,401,102,0
39,3,6506,71551,6825,625,248,590
40,3,5417,57318,5190,641,249,134
40,2,427,19916,182,401,279,6
33,4,15126,139390,17645,758,775,1100
34,2,17363,35751,6146,341,2886,470
33,2,25,18339,38,331,177,1
34,2,884,21739,872,341,427,26
34,2,65,17116,73,341,274,1
35,2,51,15851,73,351,268,0
33,3,3766,46794,3713,529,677,191
34,1,48,5825,58,170,204,0
34,1,1,5963,2,170,72,0
33,3,1,60348,1,529,70,0
40,1,0,6993,1,200,82,0
41,1,1,8137,1,205,82,0
40,1,1,6465,1,200,82,0
41,1,15,7778,15,205,98,0
41,1,12,6664,15,205,98,0
39,2,2,15816,3,391,111,0
26,3,135,18085,92,417,165,19
26,1,0,3564,1,130,54,0
26,2,34,6341,51,261,106,4
27,1,9,3571,13,135,100,0
24,3,10,14614,16,385,84,8
25,3,1,15668,2,401,58,0
26,2,1,6884,2,261,58,0
24,3,6,13746,9,385,74,3
25,3,943,15217,125,401,555,28
25,2,1,6036,2,251,58,0
34,3,343,28909,280,545,171,30
35,2,26,10960,30,351,92,0
35,2,10,11069,14,351,82,0
34,3,3,27603,4,545,82,0
35,2,152,11297,189,351,142,0
34,3,7353,32801,9800,545,272,851
35,3,566,28007,378,561,149,0
35,3,111,37481,162,561,145,0
35,2,41,11648,54,351,142,0
35,2,4,11645,4,351,88,0
15,2,1,4019,4,151,39,0
15,1,0,2638,2,75,36,0
15,3,150,6782,354,241,122,12
15,2,10,3684,30,151,52,0
15,3,269,6882,630,241,118,33
15,2,7,3852,16,151,89,0
14,4,2627,15029,8400,321,127,1725
15,2,3,3657,8,151,58,0
14,1,14,2925,48,70,152,0
15,2,10,3693,30,151,54,0
32,2,1,12228,1,321,64,0
32,2,8,16965,2,321,66,0
32,4,323,131209,285,735,193,46
31,2,2,11567,3,311,75,0
30,3,247,35344,181,481,405,110
32,1,0,4910,1,160,64,0
31,2,6,11873,6,311,77,1
32,3,347,37167,70,513,198,8
32,2,30,12910,30,321,94,0
32,2,2,16357,1,321,64,0
42,2,14,16794,14,421,96,0
42,2,144,16598,49,421,119,2
41,2,115,17540,92,411,203,1
42,2,13,17174,12,421,115,1
41,2,22054,41830,4224,411,4134,305
42,2,25,16763,30,421,106,0
42,4,1806,94831,1470,965,118,17
42,1,4,6379,6,210,107,0
19,2,14,4909,32,191,84,1
19,2,0,4834,2,191,48,0
19,2,12,4686,20,191,108,7
19,2,11,4464,20,191,82,0
18,4,533,28633,264,413,262,120
20,1,11,3089,20,100,82,0
20,1,10,3089,20,100,82,0
18,2,890,5714,2224,181,689,371
36,2,138,13146,112,361,111,0
35,3,1192,33333,1360,561,308,105
35,2,15,13145,13,351,125,0
33,3,4,35191,6,529,80,0
35,1,3,5277,3,175,78,0
34,2,201,12063,110,341,226,69
35,1,26,4747,35,175,186,0
34,3,361,38416,184,545,467,47
35,2,1,10928,2,351,76,0
36,2,645,12299,81,361,757,0
34,4,6,62533,4,781,80,0
36,3,15,29662,17,577,119,0
34,3,48,25439,36,545,203,23
36,2,1,11873,2,361,76,0
35,2,106,11561,10,351,115,2
36,1,2,5679,1,180,74,0
37,3,628,34135,221,593,186,3
36,2,16,11384,14,361,115,0
36,2,5,12005,4,361,88,0
36,2,5,11139,4,361,85,0
36,1,2,5338,2,180,78,0
36,2,29,11162,30,361,94,0
36,2,4,11608,4,361,85,0
36,2,6,11395,4,361,80,0
36,1,16,5611,16,180,111,0
36,3,7,27645,2,577,79,0
32,3,28,25980,42,513,87,2
32,1,1,4612,2,160,70,0
32,2,5,8946,7,321,70,0
32,2,530,10015,441,321,223,0
32,1,8,4138,7,160,70,0
32,2,3,10156,4,321,82,0
32,1,90,4314,7,160,70,0
31,3,893,23329,1035,497,249,320
32,1,12,4207,15,160,80,0
32,4,1194,56453,1470,735,99,12
14,2,1,3637,6,141,49,0
14,2,172,4010,476,141,439,15
13,4,30159,47325,82902,298,2940,-1
14,1,0,2699,1,70,28,0
14,1,0,2716,2,70,34,0
13,1,13,2688,49,65,157,0
14,3,6,8671,18,225,76,4
14,2,1,3630,6,141,49,0
14,2,8,3572,34,141,82,1
13,2,2,3399,8,131,43,2
38,1,6,5239,8,190,91,0
38,3,55,32580,68,609,137,2
38,2,3,13621,2,381,82,0
37,2,138,12615,4,371,91,1
38,2,3,13128,4,381,92,0
38,2,14,12852,15,381,92,0
38,2,26,20293,30,381,98,0
38,2,4,14821,4,381,88,0
38,1,2,5544,2,190,82,0
38,3,4,31609,4,609,88,0
12,2,13,4084,60,121,57,0
12,2,0,3428,4,121,35,0
12,2,2,3256,6,121,50,1
12,1,0,2961,2,60,30,0
12,2,41,3203,124,121,111,4
12,2,7,3703,30,121,84,8
12,1,2,2554,7,60,56,0
12,2,16,3278,30,121,46,0
12,2,9,3339,31,121,112,1
12,2,1,3246,4,121,35,0
16,1,0,3153,1,80,34,0
17,2,11,4011,20,171,76,0
17,2,9,3962,28,171,91,0
17,2,12,4073,35,171,114,0
16,4,500,18958,495,367,382,123
16,2,63,4281,128,161,107,11
15,2,251,4118,365,151,774,132
17,1,0,2883,1,85,34,0
28,1,0,4031,1,140,56,0
27,1,0,3569,1,135,56,0
28,2,1,6660,1,281,56,0
27,1,2,3569,2,135,60,0
28,1,0,3573,1,140,56,0
28,1,8,3684,16,140,95,0
27,1,0,3620,1,135,56,0
27,2,1,6562,1,271,56,0
28,2,0,6678,1,281,56,0
27,4,810,35147,1019,620,629,174
29,3,5,20365,8,465,82,0
28,2,108,7427,204,281,280,17
29,1,4,3804,7,145,64,0
29,3,5222,26021,2242,465,1276,454
29,2,5,7821,6,291,74,0
29,3,376,19647,188,465,170,11
29,2,23,8413,30,291,139,2
29,2,811,9943,256,291,1135,9
29,3,3094,20780,2114,465,1233,47
29,2,4,7535,6,291,82,1
15,2,112,4116,266,151,513,7
15,1,0,2728,3,75,43,0
15,3,23,7892,68,241,91,2
15,3,3,8699,8,241,50,0
15,2,9,3917,30,151,53,0
15,2,0,3749,1,151,30,0
15,1,1,2775,2,75,36,0
15,2,1,3924,4,151,48,0
15,1,4,2814,15,75,46,0
15,2,6,3796,18,151,78,4
26,2,28,6476,36,261,129,0
26,1,2,3439,5,130,72,0
26,1,0,3526,1,130,52,0
26,2,22,6411,41,261,162,1
26,1,0,3679,1,130,52,0
26,3,312,16735,123,417,161,19
26,3,18,18433,30,417,74,0
26,2,2,6724,4,261,69,0
26,2,10,6413,16,261,91,0
26,1,1,3647,2,130,58,0
17,3,5,9343,12,273,73,1
17,1,0,3213,2,85,41,0
17,2,16,4050,30,171,56,0
17,3,14784,23991,15902,273,2244,1289
17,2,0,4069,2,171,41,0
17,3,173,9731,504,273,214,14
16,3,82,8792,184,257,99,46
17,2,17,4139,38,171,94,0
17,1,0,2958,2,85,41,0
17,1,7,2718,15,85,50,0
19,4,227,28495,136,436,125,7
19,2,1,4671,2,191,45,0
19,2,121,4773,205,191,457,3
19,2,1,4608,2,191,44,0
19,1,0,2924,2,95,44,0
19,2,6,4481,10,191,65,0
18,1,6,2912,16,90,57,0
19,1,1,2920,2,95,45,0
19,3,1914,12710,1596,305,429,330
19,2,2,4293,5,191,52,0
35,1,7,5165,7,175,76,0
34,2,123,15940,15,341,86,0
34,2,15,15401,15,341,86,0
34,2,11,17122,13,341,111,0
35,2,12,18662,15,351,86,0
34,1,1,5137,1,170,70,0
34,3,404,56270,267,545,307,17
34,3,3347,61747,1631,545,2106,123
34,2,576,16785,15,341,86,0
34,3,56,38497,49,545,82,0
39,2,270,16672,198,391,196,4
39,2,80,14272,105,391,140,2
39,1,15,6076,18,195,196,0
39,2,25,14931,30,391,141,1
39,2,63,15333,74,391,203,1
39,2,102,14345,112,391,123,0
39,2,13,13724,14,391,90,0
38,4,1655,88446,1624,873,238,143
39,2,1078,15307,30,391,100,0
18,2,263,5568,100,181,169,37
19,2,5,4639,10,191,65,0
19,2,23,4407,51,191,169,0
19,2,1,4519,3,191,48,0
19,2,6,4542,14,191,81,0
18,2,102,4669,185,181,336,44
19,3,42,10093,60,305,72,1
18,2,5,5284,10,181,60,0
19,2,7,4611,14,191,81,0
19,2,15,4567,30,191,60,0
30,2,11,9061,14,301,73,0
30,2,3859,12819,2570,301,1661,9
30,3,614,22828,504,481,106,3
30,2,43,8334,49,301,72,0
30,2,39,8379,49,301,72,0
30,1,8,5232,7,150,66,0
30,1,19,5275,18,150,171,0
30,1,4,4241,7,150,66,0
30,2,3039,12020,2449,301,1628,16
30,2,44,8003,49,301,72,0
19,2,58,4709,105,191,60,0
19,1,0,2983,2,95,45,0
19,2,87,4566,105,191,60,0
19,2,156,5314,232,191,652,1
19,2,5,5372,14,191,51,0
19,3,1357,12528,1619,305,406,33
19,3,172,10269,210,305,75,2
19,2,1010,5960,1769,191,1010,13
19,3,19,9397,35,305,59,0
18,2,7,4417,14,181,46,0
13,1,0,3380,2,65,32,0
13,2,31,3579,76,131,239,3
13,2,73,3452,228,131,154,3
13,2,545,3966,1414,131,571,37
13,2,1,3551,4,131,44,0
13,2,1,3747,4,131,44,0
13,2,40,3631,126,131,184,0
13,2,1,3363,4,131,37,0
13,2,8,3391,30,131,48,0
13,1,4,2605,15,65,42,0
39,2,3,15866,4,391,86,0
40,1,2,6535,2,200,84,0
39,2,16,16300,14,391,95,3
34,2,241,13820,32,341,181,10
32,3,4,29218,4,513,74,0
34,2,800,14945,656,341,214,99
34,2,1,13259,1,341,70,0
35,2,51,13289,49,351,82,0
34,1,1,4925,2,170,72,0
33,2,1,12255,2,331,72,0
34,2,1,13607,2,341,72,0
35,2,769,12290,56,351,146,22
35,2,1,11243,2,351,74,0
36,1,3,5252,4,180,86,0
35,2,1,11990,2,351,74,0
34,2,350,11955,80,341,183,8
33,3,146,28131,196,529,265,92
34,2,10,11659,12,341,172,3
34,4,30058,106445,23742,781,3053,-1
35,2,24,12137,31,351,160,0
35,2,0,12370,1,351,72,0
15,1,4,3916,15,75,46,0
15,1,0,3121,3,75,43,0
15,4,539,18408,1134,344,246,62
15,2,0,3601,2,151,36,0
15,3,27,7607,80,241,123,1
15,2,1,4207,4,151,48,0
15,2,8,3773,30,151,52,0
14,2,1,3467,4,141,38,0
15,2,31,3559,105,151,78,4
15,1,6,2879,16,75,69,0
29,1,10,3746,15,145,74,0
29,1,1,3882,2,145,64,0
29,1,9,3807,17,145,83,0
29,2,2,7497,3,291,68,0
29,2,20,7710,32,291,103,0
29,3,411,20870,480,465,136,44
29,2,1,7950,2,291,64,0
29,2,1,7608,2,291,64,0
29,2,21,7871,30,291,80,0
29,2,1,7878,1,291,58,0
38,2,490,18175,390,381,207,12
39,1,12,6307,16,195,110,0
38,2,46,19857,51,381,242,0
38,1,2,6706,2,190,80,0
38,3,43,43530,49,609,109,0
39,1,5,6773,7,195,84,0
37,3,381,73955,156,593,455,43
37,2,412,18388,204,371,295,39
38,2,8,15199,7,381,84,0
39,1,8,6436,7,195,84,0
22,1,1,3284,2,110,48,0
21,2,2,4981,3,211,60,1
22,2,9,5019,13,221,99,0
23,1,0,3096,1,115,46,0
21,3,5,9872,6,337,58,0
22,1,1,3398,2,110,50,0
21,3,45,10092,68,337,102,14
20,3,17,9384,20,321,108,7
22,1,0,3036,1,110,46,0
22,2,4,5063,9,221,79,2
20,3,16,8522,28,321,55,0
20,2,4,4478,7,201,46,0
19,3,21082,30390,34774,305,1725,-1
20,1,8,2988,15,100,56,0
20,3,1577,11189,2805,321,1014,46
20,3,12,9321,28,321,55,0
20,1,7,2948,15,100,56,0
20,1,2,2901,7,100,46,0
20,2,49,4377,105,201,62,0
20,3,786,10839,971,321,589,70
25,2,64,6490,100,251,181,37
26,2,12,6779,14,261,95,0
26,2,6,6634,7,261,82,0
26,3,1,14246,1,417,52,0
26,2,7,7462,8,261,76,0
26,2,15,6784,30,261,70,0
26,3,15,17981,16,417,86,0
26,2,392,6971,381,261,589,3
26,3,6,16841,8,417,76,0
26,2,4,8308,6,261,69,0
27,4,283,46544,60,620,79,0
27,3,27,14752,30,433,76,0
27,2,19,6557,30,271,76,0
27,2,5,6431,8,271,69,0
27,2,12,6539,15,271,70,0
27,2,12,6346,15,271,70,0
27,3,18,14454,30,433,76,0
27,2,8,7024,15,271,70,0
27,3,6,15039,8,433,70,0
27,2,2,6590,4,271,68,0
16,3,94,7638,80,257,152,8
18,2,1,4260,3,181,39,0
17,1,0,3090,2,85,41,0
17,1,0,3012,2,85,38,0
18,2,26,4349,47,181,155,0
17,1,0,2688,2,85,38,0
18,2,0,4149,1,181,36,0
18,1,0,2888,1,90,36,0
17,4,30063,52409,32933,390,8534,-1
17,2,0,3923,2,171,38,0
17,2,101,4130,231,171,423,34
18,2,1,4227,4,181,46,0
18,3,3,9454,8,289,69,0
18,1,0,3905,2,90,39,0
18,2,2,4330,4,181,52,0
18,2,6,4071,15,181,52,0
18,2,1,4246,4,181,46,0
18,2,13,4193,30,181,59,0
18,2,122,4297,250,181,429,5
17,2,37,4206,100,171,162,39
40,3,213,41122,30,641,104,0
40,2,2,14989,2,401,88,0
35,2,7,13645,6,351,101,0
34,2,29,12461,38,341,174,0
35,2,6632,21520,2131,351,3070,770
36,2,5,14937,7,361,78,0
36,2,6,13163,7,361,94,0
36,1,0,5427,1,180,72,0
36,1,10,5222,9,180,89,0
34,3,398,33804,421,545,229,181
35,2,256,13555,15,351,88,0
34,3,16,34338,17,545,153,8
20,2,3,5320,7,201,48,0
21,1,3,3048,7,105,48,0
20,3,57,9885,112,321,82,0
20,1,0,3249,1,100,42,0
20,1,0,3181,1,100,42,0
20,2,10,4721,16,201,76,0
20,2,0,4768,1,201,42,0
20,2,11,4828,16,201,87,1
20,2,4,4667,7,201,48,0
21,3,42,11667,77,337,85,0
7,3,9,3835,65,113,71,2
7,1,3,3024,15,35,30,0
7,1,0,2502,3,35,25,0
7,1,0,2874,3,35,25,0
7,2,4,2670,30,71,32,0
7,1,0,2447,3,35,25,0
7,1,5,2752,22,35,39,0
7,2,7,2952,34,71,63,0
7,2,8,2985,48,71,72,0
7,2,0,3048,3,71,25,0
35,2,85,13426,93,351,256,2
36,2,55,14816,58,361,284,0
36,2,5,13439,7,361,78,0
34,4,14,102793,14,781,95,3
36,2,293,15272,308,361,180,0
35,3,253,32737,224,561,113,12
35,2,25,13020,32,351,107,1
35,2,5,15825,6,351,97,0
21,2,0,6546,2,211,46,0
20,2,1,4738,3,201,52,0
21,1,0,3057,2,105,46,0
21,1,2,3035,4,105,56,0
21,2,13,5749,32,211,78,1
21,1,4,3514,13,105,94,0
21,2,21,5079,33,211,125,5
21,2,0,5112,2,211,46,0
21,1,2,4478,2,105,46,0
20,2,3,5565,7,201,48,0
21,1,1,3031,3,105,55,0
19,2,0,4642,2,191,44,0
20,1,0,3252,2,100,44,0
21,1,3,3235,7,105,48,0
20,2,8,4780,14,201,50,0
20,3,105,11872,210,321,66,30
20,3,97,10503,224,321,82,34
21,2,0,5232,1,211,42,0
20,2,53,4923,90,201,151,32
29,2,445,10707,397,291,291,121
28,2,521,12197,361,281,360,201
30,1,28,5225,28,150,123,0
29,1,0,4615,1,145,60,0
29,2,28,11711,31,291,154,0
29,3,1090,28982,238,465,1245,93
28,2,1,10103,2,281,67,0
30,2,1185,12340,448,301,159,12
28,2,24,9274,40,281,103,12
28,2,2,9340,4,281,69,0
39,3,200,54009,32,625,174,0
38,2,4,14548,4,381,84,0
40,1,5,6062,7,200,86,0
38,2,2,14955,2,381,84,0
38,3,7,39706,6,609,102,2
38,2,2324,20144,2352,381,712,430
38,3,5,40890,6,609,87,0
39,2,8,21470,11,391,150,0
29,3,361,20477,21,465,76,0
29,2,5,7694,9,291,73,0
29,1,1,3829,1,145,58,0
29,4,315,54884,186,666,165,9
29,2,4,8008,3,291,70,0
28,3,232,19938,360,449,212,62
26,4,30090,72228,145671,597,3027,-1
29,4,30077,78110,123482,666,1550,-1
29,1,3,3705,7,145,64,0
29,3,336,19658,378,465,123,5
41,1,1,6085,1,205,84,0
40,2,2,15430,2,401,88,0
40,2,1,15283,1,401,84,0
40,2,2686,19473,1694,401,962,651
16,2,10,4007,30,161,54,0
16,2,2,4001,6,161,56,1
16,2,1,3877,4,161,50,0
16,2,2,3851,4,161,45,0
16,2,17,3807,30,161,54,0
16,2,33,3735,90,161,71,4
16,2,1,3832,6,161,48,0
16,3,5,7092,14,257,69,0
16,1,2,2795,7,80,62,0
16,1,0,3142,1,80,32,0
14,2,1,4014,6,141,51,1
14,2,2,3708,8,141,56,0
14,3,7,7744,20,225,75,1
14,3,62,6502,210,225,78,11
13,2,52,3680,142,131,321,29
14,2,10,3863,30,141,50,0
14,4,25,16944,52,321,120,15
14,2,11,3692,30,141,49,0
14,2,10,3901,30,141,49,0
28,1,11,3749,15,140,79,0
28,3,686,19400,735,449,84,4
28,1,1,3831,2,140,62,0
27,2,3569,12224,2813,271,2204,623
28,3,84,21087,132,449,262,2
28,1,3,3740,7,140,62,0
28,2,27,6982,49,281,68,0
28,3,484,19779,735,449,84,4
21,3,276,18032,148,337,196,37
22,2,61,5784,97,221,424,13
22,2,21,5625,45,221,75,0
22,4,3351,47607,4085,505,1532,288
22,3,18,13602,38,353,106,2
22,2,20,5420,45,221,76,0
22,2,6,5862,15,221,60,0
21,1,22,4222,49,105,178,0
21,2,121,5001,292,211,352,88
22,1,1,3166,3,110,54,0
21,3,227,11163,540,337,135,20
21,2,1,5367,4,211,58,0
21,2,82,4883,161,211,123,0
21,2,14,4976,32,211,104,1
21,1,0,3010,2,105,49,0
21,2,9,5281,23,211,99,3
21,1,1,3107,2,105,48,0
21,3,2,12143,6,337,58,0
21,2,1,4802,4,211,60,0
21,2,133,5225,212,211,531,5
38,4,607,130333,308,873,185,0
38,2,17,15913,16,381,111,0
38,2,15,16566,16,381,111,0
37,2,1,14977,1,371,78,0
37,3,1,46393,1,593,78,0
38,1,1,7685,1,190,78,0
37,3,2,40270,1,593,78,0
39,2,5,14618,7,391,84,0
39,3,388,59382,87,625,163,0
38,3,162,63219,105,609,175,12
38,3,98,63062,32,609,173,0
39,3,30161,91889,64876,625,5947,4135
38,3,713,45419,419,609,522,131
39,2,19,17644,18,391,115,1
40,1,6,7032,7,200,86,0
39,3,356,51016,182,625,152,17
39,1,1,6371,1,195,80,0
38,3,33,48294,36,609,179,0
28,1,0,4004,1,140,58,0
28,2,100,8627,128,281,138,33
28,1,0,4092,1,140,58,0
27,3,31,26891,33,433,157,0
29,2,33,8600,49,291,89,0
28,1,1,4477,2,140,60,0
28,2,1428,9888,597,281,1613,179
28,1,1,3816,2,140,60,0
28,2,379,9213,179,281,1230,0
28,2,53,7769,56,281,106,10
26,2,3,7445,6,261,77,0
26,2,6,6770,7,261,98,0
26,2,3,6387,6,261,77,0
26,2,3,6189,7,261,77,2
26,2,2,6604,4,261,65,0
26,2,2,6639,4,261,68,0
26,2,2,6635,4,261,62,0
25,1,2,4121,2,125,60,0
26,3,25,18326,20,417,126,0
26,2,9,6452,15,261,68,0
30,2,5,9585,7,301,66,0
30,2,14,10960,13,301,106,0
29,1,1,4140,2,145,64,0
29,1,1,4404,2,145,65,0
29,1,1,4231,1,145,60,0
30,3,72,28468,70,481,93,3
28,2,2,10066,2,281,64,0
29,2,15,9305,14,291,70,0
30,2,6,10013,7,301,66,0
30,2,0,10643,1,301,60,0
30,1,0,4475,1,150,62,0
29,2,1,10738,2,291,64,0
29,2,1,9720,2,291,64,0
30,1,0,4089,1,150,62,0
30,3,896,30637,904,481,284,155
29,2,2,9335,3,291,68,0
30,2,1,11774,2,301,64,0
31,2,104,11037,112,311,100,0
40,2,48,14622,52,401,221,0
40,2,1,19777,2,401,86,0
40,4,4,96380,4,919,92,0
40,2,25,14850,30,401,102,0
40,2,4,14626,4,401,93,0
40,2,1,14154,2,401,86,0
40,3,10,37270,8,641,113,0
40,3,77,42379,68,641,131,2
40,2,24,14459,23,401,130,0
40,2,22,13535,24,401,110,4
22,1,1,3023,3,110,61,0
22,2,2,5141,6,221,61,0
22,2,1,5179,4,221,61,0
22,2,2,5050,4,221,57,0
22,3,48,12560,84,353,100,6
21,3,27,11842,40,337,82,16
22,2,15,5438,30,221,66,0
22,4,2510,31265,2562,505,923,211
22,4,235,33213,136,505,125,7
22,2,2,5689,4,221,57,0
28,1,1,4130,2,140,60,0
28,3,1706,34176,1613,449,350,72
28,2,26,9964,46,281,167,0
26,3,227,20084,48,417,153,32
28,1,28,4434,33,140,157,0
28,2,1070,10438,635,281,1601,139
28,2,55,8550,91,281,137,14
27,3,190,23386,32,433,98,1
26,3,2,22060,4,417,68,0
27,2,2,8218,4,271,68,0
24,2,33,6694,66,241,148,27
24,1,0,3452,2,120,52,0
24,2,20,6112,25,241,145,7
25,2,1,6927,2,251,55,0
24,2,4182,11009,3102,241,1898,1586
24,2,26,6409,33,241,144,0
23,3,1,13582,2,369,52,0
24,3,2222,18149,2043,385,1570,577
40,2,3,18085,3,401,91,0
40,1,1,6109,1,200,82,0
41,1,2,6667,2,205,86,0
39,2,2127,21463,2011,391,595,1085
39,2,19110,36332,8382,391,3182,3175
40,2,1,16548,1,401,82,0
39,3,46,52200,52,625,224,8
33,2,73,11118,100,331,139,0
33,4,68,113713,93,758,165,0
32,3,228,33065,363,513,264,87
32,1,1,5821,2,160,68,0
32,2,72,11185,86,321,220,3
32,2,222,14528,93,321,250,2
32,2,181,11162,100,321,256,12
32,2,632,11900,8,321,75,0
33,1,4,4769,6,165,100,0
21,1,0,2923,2,105,57,0
21,3,3,13896,8,337,75,0
21,2,252,6507,357,211,486,4
21,2,887,6154,1121,211,942,54
21,2,26,5242,45,211,70,2
21,3,3,13128,4,337,55,0
21,1,1,3413,2,105,48,0
21,2,10,5254,20,211,68,0
20,2,6,4584,8,201,107,2
21,3,4,13066,6,337,59,0
21,1,3,3018,7,105,48,0
21,2,30,5180,49,211,54,0
21,2,385,5309,707,211,389,6
21,1,28,2952,63,105,193,0
21,2,21,4621,49,211,54,0
21,2,26,4557,49,211,54,0
21,1,3,2966,7,105,48,0
21,3,12391,23376,21406,337,1774,77
21,2,8,4640,14,211,51,0
21,2,1812,6795,2786,211,1520,21
41,1,1,6692,1,205,82,0
39,2,2108,21744,290,391,2021,201
41,1,9,6109,9,205,95,0
40,1,1,5817,1,200,82,0
39,2,3705,19569,3690,391,383,410
39,2,2005,16714,289,391,2021,194
39,2,1160,18239,495,391,1408,4
38,2,1,15297,1,381,78,0
38,2,8,15382,4,381,97,0
39,3,4,49632,3,625,97,0
39,1,2,6057,3,195,97,0
38,4,911,98399,592,873,151,352
37,2,1,15305,2,371,80,0
38,3,6,44609,6,609,112,0
38,2,4,15858,4,381,87,0
30,2,6,8113,7,301,68,0
30,3,893,23788,918,481,181,62
30,2,569,8765,130,301,883,1
30,2,227,8488,131,301,883,1
31,2,51,8435,49,311,74,0
30,3,7241,28675,3309,481,1678,695
29,2,5,8586,3,291,76,1
31,2,7119,17940,2480,311,1741,21
31,2,143,9357,119,311,114,0
22,2,11,5443,14,221,54,0
22,2,1,5216,2,221,48,0
22,2,1,5360,2,221,48,0
23,1,5,3329,7,115,52,0
22,2,8,5364,13,221,99,0
23,2,83,5712,112,231,85,0
22,3,18850,32292,18460,353,1436,2407
22,3,24,12867,32,353,81,1
21,2,1,5381,2,211,48,0
21,4,30027,59801,79701,482,3089,-1
15,1,5,2721,16,75,62,0
14,1,0,2668,2,70,32,0
13,2,1,3327,2,131,32,0
14,1,0,2719,1,70,30,0
14,2,1,3537,4,141,37,0
13,2,0,3347,2,131,32,0
13,3,118,5737,320,209,157,121
12,4,2561,13391,4296,275,849,1833
15,2,61,3832,208,151,129,3
14,1,0,2698,2,70,32,0
21,1,4,3495,7,105,48,0
20,1,1,3077,2,100,44,0
20,2,234,5825,201,201,647,28
21,2,56,5702,112,211,80,0
20,1,0,2970,2,100,44,0
19,2,4,5132,2,191,49,0
21,2,2612,8032,2921,211,1119,19
20,2,40,5955,85,201,92,10
20,2,886,6108,1440,201,268,363
20,2,1,4846,2,201,45,0
38,2,49,15939,58,381,216,0
38,2,31,16838,33,381,174,0
38,2,201,16679,247,381,234,120
39,2,1,17905,1,391,80,0
39,1,48,6464,58,195,216,0
38,2,6,14832,8,381,128,0
39,1,8,6066,8,195,119,0
40,2,46,17738,49,401,92,0
41,1,10,7432,7,205,88,0
40,2,604,22682,322,401,200,2
41,1,9,6305,7,205,88,0
40,1,1,5947,2,200,84,0
41,1,5,6083,7,205,88,0
41,1,6,6222,7,205,88,0
31,2,6,9795,8,311,85,2
32,1,1,4529,1,160,66,0
32,1,2,4885,2,160,73,0
32,2,0,10766,1,321,66,0
32,2,2,10509,2,321,76,0
32,2,2,10309,2,321,73,0
30,3,3376,28712,1144,481,1811,688
30,3,147,23010,80,481,206,44
32,2,2,10038,2,321,73,0
32,2,21,10211,27,321,183,8
33,1,32,4560,47,165,190,0
34,2,35,9854,49,341,80,0
34,2,8,10836,12,341,108,0
34,3,8,26091,8,545,86,0
34,2,8,10195,8,341,97,0
34,3,31,25731,28,545,87,0
34,2,5,11305,7,341,74,0
34,2,105,10680,136,341,302,0
34,2,4,10161,7,341,74,0
24,3,114,12117,210,385,76,2
24,2,17,5871,30,241,70,0
24,3,2,13884,4,385,64,0
24,2,7,5515,15,241,64,0
24,4,1347,37123,1314,551,929,28
24,2,2,5953,4,241,64,0
24,2,21,5270,26,241,74,1
23,3,522,12576,60,369,80,1
24,2,15,5717,30,241,70,0
24,2,2,5517,4,241,60,0
38,4,560,77273,440,873,544,169
39,2,12,13101,13,391,126,0
39,1,1,5742,1,195,80,0
39,2,70,13516,63,391,112,19
39,2,1,13715,1,391,80,0
39,2,53,14343,33,391,161,5
39,1,1,5725,1,195,80,0
39,2,2,13660,3,391,83,0
40,1,3,6070,3,200,87,0
23,3,5,11106,6,369,68,2
23,3,7,12138,6,369,69,2
25,1,1,3449,2,125,54,0
25,1,1,3416,2,125,54,0
24,2,2,5280,4,241,58,0
25,3,1521,14533,1050,401,991,305
22,4,2414,28562,3097,505,358,598
25,2,23,6017,36,251,105,3
25,1,1,3303,2,125,56,0
24,2,0,5520,1,241,52,0
37,2,17,13204,21,371,89,0
34,4,1258,81642,870,781,1123,342
36,1,1,5320,2,180,78,0
36,2,12,15696,7,361,80,0
36,2,595,13188,121,361,977,6
35,2,7,11124,7,351,194,0
36,3,32,31183,45,577,97,0
37,2,6,12957,7,371,80,0
36,3,10,28438,14,577,84,0
36,2,175,13347,187,361,374,31
30,3,12,21033,16,481,85,4
