length,lev_dist,sample_ms,total_ms,total_samples,lev_ball_arcs,productions,rank
16,3,446,9817,548,257,657,30
15,1,1,2845,3,75,42,0
16,2,221,4329,326,161,605,83
16,2,159,4399,360,161,545,8
38,3,10,29751,12,609,106,0
38,2,11,13322,12,381,106,0
37,2,23,11610,32,371,101,8
38,3,719,30911,567,609,256,27
38,2,9,11854,12,381,105,0
38,2,9,12503,12,381,105,0
38,3,34,28884,45,609,95,0
38,2,4,12566,4,381,88,0
38,3,94,29574,90,609,127,12
38,2,15,13020,18,381,124,4
37,3,1878,35228,1387,593,1469,166
38,2,862,14392,67,381,301,0
37,1,33,5080,37,185,178,0
38,2,317,13608,234,381,196,10
38,2,3997,17279,1690,381,1730,31
38,1,16,5441,18,190,129,0
37,2,27,12405,36,371,131,3
37,2,14,12019,18,371,129,0
38,2,5951,19341,3077,381,1641,29
37,1,2,5031,2,185,78,0
17,2,56,4094,100,171,427,0
18,3,17,9196,33,289,119,5
18,2,0,4280,2,181,40,0
18,1,0,2852,2,90,40,0
19,2,2,4589,7,191,63,0
17,2,0,4199,2,171,40,0
18,2,0,4951,2,181,40,0
18,1,0,2882,1,90,38,0
17,3,6,8556,13,273,69,0
19,1,2,3533,5,95,58,0
39,3,1165,51261,931,625,117,8
39,2,695,23609,501,391,467,1
39,2,3224,39719,1500,391,2224,4
39,3,514,70337,435,625,175,0
38,1,1,6711,1,190,78,0
39,2,1953,26487,308,391,2261,0
39,1,5,6094,7,195,84,0
39,2,40,17651,49,391,90,0
38,3,260,66123,203,609,161,0
30,2,14,8419,18,301,94,5
31,3,483,22374,640,497,243,35
31,2,6,8830,9,311,111,0
31,2,5,9266,6,311,85,0
31,1,2,4057,3,155,78,0
31,2,13,9879,13,311,115,1
31,3,1291,24795,1258,497,668,70
31,1,1,4035,2,155,68,0
31,1,1,3968,2,155,68,0
26,1,2,3466,2,130,59,0
26,2,69,6424,135,261,170,1
26,3,155,17532,60,417,84,1
26,3,267,15342,476,417,167,2
26,3,22,15026,42,417,75,0
26,2,8,6212,14,261,64,0
26,1,8,3462,15,130,68,0
26,2,17,6280,34,261,92,0
30,1,1,3960,2,150,66,0
29,1,62,3988,90,145,252,0
30,2,4,8387,7,301,66,0
29,3,17221,49726,8769,465,3230,746
28,3,9019,39029,9297,449,858,6681
28,3,1413,23931,2121,449,356,1516
30,2,96,8976,161,301,108,2
30,1,5,4139,7,150,66,0
31,3,14227,34605,7627,497,1692,79
31,2,222,9281,96,311,124,4
31,3,6,23146,8,497,92,0
31,2,727,10386,272,311,1137,9
31,2,66,9591,14,311,74,0
31,2,576,10270,227,311,1052,9
31,4,25885,78535,16581,712,1620,256
31,1,9,3984,15,155,78,0
31,2,152,8548,245,311,185,2
25,1,2,3471,3,125,58,0
24,3,117,17079,96,385,154,48
24,2,1,6236,3,241,58,0
25,2,261,7173,512,251,183,261
26,3,4883,24173,848,417,1647,24
25,1,1,3415,3,125,58,0
24,3,58,16141,9,385,64,0
24,2,1,6370,3,241,58,0
24,2,5,6314,9,241,64,0
24,3,75,15591,75,385,153,37
18,1,0,3751,1,90,36,0
17,2,1,3972,2,171,38,0
17,2,10,4301,16,171,68,0
17,3,238,8969,448,273,216,100
17,2,1,4227,2,171,38,0
16,2,0,3927,2,161,38,0
16,2,0,3691,2,161,38,0
17,2,0,4058,1,171,36,0
16,3,815,8902,941,257,781,393
18,1,0,2849,1,90,36,0
35,2,3,12631,4,351,86,0
33,4,9416,70160,8118,758,1737,2892
35,3,8,37412,8,561,101,0
35,2,1,11232,2,351,76,0
35,2,835,11542,466,351,305,33
35,3,212,33239,58,561,148,3
34,2,24,10125,28,341,109,8
35,2,2,11541,3,351,80,0
35,4,7,108673,10,804,93,2
35,1,1,5222,2,175,77,0
40,2,7,16175,7,401,88,0
40,2,7,21229,7,401,88,0
39,3,296,45076,147,625,222,72
40,1,39,6326,46,200,191,0
39,2,2110,19014,1702,391,284,1064
21,3,268,12963,76,337,120,2
21,2,3,4818,8,211,54,0
21,2,351,5408,559,211,326,13
21,2,1,5470,2,211,48,0
21,3,20,10754,30,337,64,0
21,2,31,4888,30,211,69,1
21,2,1,4983,3,211,52,0
21,3,1,10882,2,337,48,0
21,1,1,3679,2,105,48,0
21,2,14,5050,30,211,64,0
24,3,6,13578,8,385,71,1
24,2,3,6055,4,241,62,0
24,2,1,5496,2,241,51,0
24,1,1,3286,2,120,54,0
24,2,15,5625,30,241,70,0
24,2,1,5501,2,241,54,0
24,3,30037,42677,17279,385,1929,830
24,2,1,5741,2,241,54,0
27,4,4903,43635,8060,620,543,1489
26,2,236,6413,357,261,213,117
27,1,1,3520,2,135,60,0
26,3,1939,17750,1153,417,941,345
27,2,10,6612,12,271,96,0
27,2,15,6632,30,271,76,0
27,3,39,16826,70,433,176,0
26,3,350,14484,574,417,210,130
27,2,6,6506,12,271,86,2
27,1,1,3631,2,135,60,0
29,2,9,7894,14,291,94,0
28,2,9,7009,12,281,79,4
29,2,1,7968,3,291,70,0
29,1,7,3796,15,145,74,0
29,2,5,8057,8,291,86,0
29,1,5,3880,7,145,87,0
29,4,2,46213,4,666,76,0
29,1,11,4493,15,145,74,0
29,3,8,21291,12,465,96,1
29,1,1,4070,2,145,64,0
28,1,2,3973,3,140,66,0
28,3,39,26660,45,449,162,0
27,1,0,4406,1,135,56,0
27,3,144,20540,182,433,122,17
27,2,2,8954,3,271,68,0
26,2,39,10039,46,261,167,0
28,1,1,4084,2,140,63,0
27,3,4089,27390,1611,433,1289,154
27,2,4,7725,7,271,62,0
27,2,5,7372,7,271,62,0
20,4,30067,55579,141706,459,2740,-1
20,2,3,4674,7,201,48,0
20,1,0,2947,1,100,42,0
21,2,13,5037,28,211,61,0
21,2,23,5333,31,211,129,0
21,2,13,5641,31,211,129,0
20,1,0,2985,1,100,42,0
20,2,2,4649,7,201,48,0
20,2,175,5035,441,201,197,14
20,2,106,5153,151,201,717,0
39,3,8,48529,7,625,88,0
41,1,6,7404,7,205,88,0
40,2,483,26273,260,401,270,148
40,2,123,21372,108,401,371,52
40,1,1,6665,1,200,82,0
40,2,39,25976,28,401,153,0
39,3,6,67688,7,625,88,0
39,3,380,63265,204,625,302,39
26,2,1,7415,2,261,61,0
27,2,16,7917,26,271,113,3
27,1,1,3947,2,135,61,0
26,2,1,7698,1,261,56,0
27,2,18,8065,26,271,113,3
27,2,0,8209,1,271,56,0
27,2,3,8109,6,271,70,0
27,2,34,8061,58,271,114,9
27,2,2140,10320,501,271,1694,130
26,2,3,7364,3,261,69,0
33,3,16,29064,21,529,85,2
33,2,3178,15818,2038,331,1620,9
33,2,82,10822,112,331,105,0
32,1,1,5770,2,160,68,0
32,1,7,4745,8,160,111,0
32,1,31,4838,46,160,179,0
33,2,63,10460,91,331,118,0
33,2,186,11921,224,331,165,0
32,1,6,4355,7,160,100,0
31,2,27,11631,33,311,165,0
23,2,61,6747,90,231,217,1
22,3,20,12770,28,353,61,2
22,4,1544,41464,2730,505,358,204
22,2,92,6122,210,221,312,13
23,2,3,6200,6,231,63,0
22,2,74,5614,30,221,64,0
22,2,157,5657,197,221,750,9
23,3,398,15642,238,369,172,0
23,1,132,3925,165,115,707,0
23,1,0,3376,1,115,46,0
35,2,5,15135,7,351,78,0
35,2,2,15793,3,351,79,0
36,1,4,6479,3,180,79,0
34,3,9789,54021,5112,545,2735,2318
35,1,0,5514,1,175,72,0
35,1,3,5481,5,175,82,0
35,2,1,15995,3,351,81,0
36,1,10,5649,13,180,124,0
35,1,0,5299,1,175,72,0
28,2,3531,11975,87,281,811,0
29,2,1168,10691,831,291,1206,18
28,3,34,20616,48,449,99,0
28,2,1,8635,2,281,71,0
28,1,1,4174,1,140,58,0
29,1,6,4009,8,145,70,0
29,1,0,4032,1,145,58,0
28,2,0,8558,1,281,58,0
27,3,1011,20880,833,433,571,484
24,1,1,3377,2,120,52,0
24,1,15,3391,32,120,137,0
24,2,5,5842,10,241,69,0
24,2,2,5867,4,241,57,0
24,2,20,5940,32,241,85,1
23,2,21,5534,32,231,137,0
25,2,82,6104,128,251,91,1
24,2,97,6131,160,241,154,104
25,3,18,15011,26,401,93,0
24,1,1,3607,2,120,52,0
28,3,30025,48317,14069,449,3767,4641
29,2,3,7653,4,291,70,0
29,2,21,7270,34,291,103,0
29,2,7,7161,12,291,85,0
29,4,8202,51590,7837,666,1240,624
29,1,2,3767,5,145,81,0
29,2,5,7725,10,291,91,0
29,2,3,7778,6,291,79,0
29,3,35,19893,50,465,107,3
29,1,1,3906,2,145,64,0
31,2,23,8834,14,311,99,6
32,3,300,30924,146,513,172,39
33,1,0,4908,1,165,66,0
33,2,374,10287,248,331,180,2
32,3,205,25294,112,513,121,11
32,1,5,4369,7,160,91,0
31,3,13,22135,14,497,96,2
33,2,2,10557,3,331,76,0
32,2,12,9658,14,321,107,2
32,3,358,24924,306,513,291,42
20,3,4,11582,8,321,73,0
20,3,3,10673,8,321,63,0
20,1,24,3272,63,100,193,0
20,2,2,4905,6,201,61,0
20,2,0,4966,1,201,40,0
20,2,3,4930,6,201,61,0
20,2,2,5191,6,201,56,0
20,3,30,10810,60,321,69,2
19,2,19,5031,32,191,65,8
19,2,4,4521,8,191,55,2
17,2,13,3916,30,171,56,0
17,2,1,3957,4,171,45,0
17,2,6,3781,12,171,71,4
16,3,14,7432,28,257,82,14
17,2,1374,5259,1922,171,739,2
17,4,12359,28927,12012,390,1562,443
17,2,15,4756,30,171,56,0
17,4,59,17897,32,390,83,3
17,2,15,4436,30,171,56,0
17,1,0,3039,2,85,41,0
34,1,1,4791,1,170,70,0
34,1,0,4584,1,170,70,0
34,1,1,4643,1,170,70,0
34,2,1,10787,1,341,70,0
33,2,6,10248,5,331,109,0
34,2,1,10497,1,341,70,0
35,3,18,26662,17,561,115,0
33,3,4,23490,1,529,70,0
34,1,0,4582,1,170,70,0
35,2,4,10662,3,351,79,0
38,3,30015,100089,39638,609,1506,-1
41,2,138,23547,50,411,216,2
41,2,29,22261,30,411,105,0
41,2,55,24950,60,411,125,10
39,3,2969,60436,1196,625,2582,411
39,2,2,18809,2,391,84,0
39,2,3,22889,4,391,91,0
39,2,229,19459,58,391,218,0
40,2,718,29054,480,401,192,9
24,1,5,3552,7,120,54,0
24,2,1823,8088,2193,241,1400,11
24,2,43,5475,49,241,60,0
23,1,0,3159,1,115,48,0
23,2,5,5423,7,231,54,0
24,2,22,5635,49,241,60,0
24,1,3,3167,7,120,54,0
24,2,33,5508,49,241,60,0
24,2,49,5535,112,241,87,0
24,1,3,3316,7,120,54,0
28,2,3,6790,7,281,62,0
28,2,28,6923,49,281,68,0
27,2,162,6903,287,271,172,9
28,2,59,7197,105,281,78,0
28,2,34,7000,49,281,68,0
28,2,31,6969,49,281,68,0
28,1,3,3539,7,140,62,0
28,2,228,7076,308,281,163,0
28,2,33,7017,49,281,68,0
28,1,3,3716,7,140,62,0
37,2,18,11951,18,371,133,0
38,1,11,5911,8,190,85,0
37,1,1,5500,1,185,76,0
35,3,2,28827,1,561,76,0
37,1,6,5602,5,185,86,0
38,2,1,13554,1,381,76,0
37,1,1,5050,1,185,76,0
37,2,1,12945,1,371,76,0
38,1,2,5972,3,190,85,0
37,2,1,13194,1,371,76,0
35,4,860,80855,318,804,114,0
36,1,14,5083,17,180,119,0
34,2,1,11335,1,341,72,0
35,2,161,12162,173,351,231,40
36,1,0,5034,1,180,72,0
34,2,3471,14937,2191,341,1281,1157
36,1,1,6006,1,180,72,0
33,3,9,26261,6,529,92,2
36,2,12,12328,15,361,102,0
35,2,36,11408,31,351,160,0
19,2,0,4806,1,191,38,0
18,1,1,3064,2,90,40,0
18,1,1,2917,2,90,40,0
17,2,0,3881,2,171,40,0
17,2,1,4048,2,171,40,0
18,2,14,4136,32,181,72,1
18,2,0,4201,1,181,38,0
18,2,16,4413,32,181,72,1
19,2,25,4202,48,191,73,1
19,1,8,3178,16,95,70,0
27,2,49,8701,79,271,271,0
27,3,1133,26605,714,433,1130,228
26,2,231,8709,158,261,273,64
27,2,7,9319,11,271,114,0
27,2,0,8943,1,271,56,0
27,2,1,8701,2,271,62,0
25,4,8453,57299,6304,574,2089,3779
27,1,1,3717,2,135,62,0
25,4,874,48456,741,574,295,590
27,1,1,4633,2,135,58,0
19,2,7,4684,16,191,72,0
19,2,25,4586,48,191,78,2
18,2,73,5678,128,181,139,26
19,1,13,3769,32,95,126,0
18,2,392,5031,327,181,842,168
19,2,3,4454,9,191,52,0
20,1,0,2952,1,100,40,0
19,2,8,4674,15,191,67,0
20,2,11,4894,25,201,81,2
22,2,1451,6979,925,221,1577,230
21,2,590,5615,1305,211,743,254
22,3,17288,30321,26088,353,735,-1
22,2,25,5124,47,221,157,0
22,2,3,5184,3,221,52,0
23,1,3,3123,6,115,72,0
22,2,2,5129,3,221,52,0
23,2,0,5340,1,231,46,0
22,3,4912,16585,4885,353,1636,750
22,1,1,3124,3,110,52,0
38,2,48,12626,42,381,106,0
38,1,5,5536,7,190,82,0
38,1,2,5310,2,190,82,0
38,2,150,13469,90,381,115,4
38,1,5,5269,6,190,99,0
38,2,323,13329,244,381,205,0
38,3,311,46966,259,609,135,0
38,2,9,12748,12,381,118,0
38,2,11,12813,14,381,88,0
38,2,3,13744,4,381,88,0
42,4,1125,148856,920,965,210,7
41,2,985,17694,920,411,262,25
42,4,3478,129265,3645,965,189,41
40,3,763,45901,476,641,211,101
42,2,24,17528,24,421,103,0
39,2,5,15015,4,391,87,0
40,2,1,15728,2,401,86,0
40,2,5,15848,4,401,88,0
40,2,143,15327,30,401,102,0
40,2,11,14900,8,401,107,0
40,1,0,6115,1,200,80,0
40,2,2,15979,2,401,87,0
40,2,5,16193,4,401,96,0
40,2,3,15486,2,401,87,0
40,2,4,15373,4,401,93,0
19,2,111,4549,210,191,88,13
19,3,177,9483,284,305,262,5
19,3,53,10064,24,305,83,5
19,2,2,4741,4,191,54,0
19,2,2,5157,6,191,54,0
19,2,3,4253,7,191,58,0
19,2,21,5257,30,191,60,0
19,1,0,2828,2,95,44,0
19,2,11,4599,23,191,93,3
19,1,5,2805,15,95,54,0
23,2,1,5735,1,231,50,0
23,2,52,6031,64,231,149,26
23,2,1,5598,1,231,50,0
25,3,1509,18997,252,401,181,23
24,1,1,3340,1,120,50,0
23,2,4,6240,7,231,77,0
24,3,14,15033,16,385,82,0
25,1,19,3672,30,125,132,0
23,3,0,15034,1,369,50,0
32,2,3819,14075,1841,321,1109,794
32,4,36,58754,54,735,90,15
33,3,1054,26470,1080,529,416,349
33,3,133,27314,72,529,127,6
33,2,3,10757,4,331,75,0
33,1,1,4467,2,165,70,0
33,1,1,4496,2,165,72,0
32,2,4281,15252,2200,321,1814,830
32,3,2,26930,2,513,72,0
38,2,13,18044,16,381,115,0
38,3,82,38045,112,609,144,6
38,1,2,5793,2,190,82,0
38,2,5,14064,4,381,94,0
38,1,2,6503,2,190,82,0
38,2,1,14269,1,381,76,0
38,3,45,35733,54,609,144,0
36,2,6,14154,7,361,108,0
37,3,12,35188,14,593,129,4
38,1,4,5946,4,190,91,0
32,2,47,8861,54,321,123,0
31,2,4,7953,6,311,74,0
33,2,13,9177,17,331,111,0
32,1,80,4259,47,160,177,0
32,2,0,9044,1,321,66,0
31,3,2,19777,4,497,76,0
32,1,6,4413,8,160,98,0
33,2,176,9666,200,331,314,0
30,4,3468,45877,3484,689,456,1980
31,3,384,20990,278,497,325,90
22,3,3,11518,6,353,65,0
22,2,1,5620,2,221,50,0
22,2,2,5187,4,221,52,0
22,2,80,5456,123,221,318,0
22,3,3,11500,8,353,76,0
22,2,63,5708,102,221,181,1
22,2,16,5220,14,221,80,0
22,2,2,5115,4,221,60,0
22,2,3,5109,6,221,53,0
22,2,1,5141,2,221,50,0
38,2,3,12663,4,381,85,0
38,2,10,13143,12,381,118,0
38,2,37,12553,28,381,120,0
38,2,4,12809,4,381,88,0
38,2,13,13231,10,381,105,0
38,3,44,30941,48,609,122,0
38,2,12,13435,12,381,105,0
37,3,48,30792,49,593,168,12
38,2,4,16426,4,381,92,0
38,2,2,12310,4,381,85,0
30,3,71,21928,112,481,86,9
31,1,28,4276,45,155,169,0
31,3,740,22907,735,497,124,12
31,3,49,23019,60,497,91,1
31,4,177,55276,96,712,136,3
31,1,5,4270,8,155,70,0
30,2,3,10518,4,301,75,1
30,3,384,19507,164,481,439,32
31,1,11,4183,15,155,118,0
28,3,29,27610,42,449,116,14
30,3,12,29786,16,481,72,0
31,2,60,10036,63,311,113,2
30,3,786,24738,576,481,395,137
30,1,4,4182,1,150,62,0
30,1,1,4791,1,150,62,0
30,2,11,9277,14,301,70,0
30,2,4,10020,7,301,68,0
30,2,12,9399,14,301,70,0
29,2,3,9419,4,291,66,0
16,2,37,3777,110,161,190,69
18,1,11,2994,30,90,117,0
18,3,28,9290,48,289,163,0
17,2,16,4566,30,171,117,0
17,2,0,4048,2,171,38,0
18,1,0,2996,1,90,36,0
16,2,0,4198,2,161,38,0
17,2,27,3957,33,171,117,5
17,2,7,4083,16,171,68,0
16,2,12,3853,20,161,102,5
20,1,0,3273,1,100,42,0
20,2,8,4787,16,201,74,0
21,1,1,3071,1,105,42,0
19,3,64,10603,120,305,134,26
21,1,9,3127,13,105,83,0
18,3,1560,11672,2802,289,727,522
21,2,31,5088,48,211,87,11
19,2,6,4710,16,191,83,7
19,2,3,4554,5,191,58,4
20,1,0,3111,1,100,42,0
41,1,8,6295,7,205,88,0
40,3,98,45155,105,641,104,0
39,2,53,17152,58,391,218,0
41,1,12,6509,12,205,173,0
40,1,1,6078,1,200,82,0
41,1,24,6395,19,205,177,0
40,1,1,6030,1,200,82,0
40,1,38,6781,33,200,176,0
40,2,1,17150,1,401,82,0
38,2,40,14098,49,381,88,0
36,2,92,14815,2,361,78,0
37,3,266,44892,182,593,122,33
37,2,10,12985,14,371,84,0
38,2,16,15257,21,381,130,3
37,1,2,5387,2,185,78,0
38,2,338,15762,119,381,1078,0
38,1,7,5439,7,190,82,0
38,2,19,13962,21,381,105,0
22,1,0,3124,1,110,46,0
21,2,1,5283,2,211,48,0
22,2,11,5403,16,221,78,0
22,2,17,5548,32,221,80,1
20,3,17,10852,32,321,133,0
23,2,7,6092,13,231,98,0
22,2,6,5897,8,221,54,0
22,1,1,3486,2,110,48,0
22,3,210,12514,225,353,371,103
22,1,1,3488,2,110,48,0
30,3,22,21606,20,481,140,8
33,3,2459,33004,1170,529,1116,385
32,2,1,9944,2,321,70,0
32,3,26,27758,35,513,100,0
31,2,203,9774,104,311,214,42
32,1,1,4358,2,160,68,0
32,2,1,9657,2,321,68,0
33,2,13,12230,17,331,113,0
31,2,2,9150,4,311,74,0
28,2,21,9219,30,281,138,0
28,1,1,4174,1,140,56,0
26,3,201,21054,268,417,226,47
27,1,1,4076,2,135,58,0
27,1,0,3999,1,135,56,0
26,2,26,8615,20,261,122,5
26,4,2938,61482,3347,597,1149,479
28,1,1,4062,2,140,61,0
26,2,37,8194,70,261,189,29
27,3,1,23406,1,433,56,0
38,2,2588,19668,2403,381,754,166
38,2,18,16281,14,381,86,0
38,2,240,22394,170,381,416,33
38,2,27,24008,32,381,172,0
39,1,5,6292,7,195,84,0
39,1,1,6936,1,195,78,0
38,2,184,16636,210,381,165,42
31,3,1,24338,2,497,68,0
30,3,277,24194,92,481,183,1
31,3,2,23703,2,497,68,0
32,1,8,4672,7,160,87,0
30,3,375,23361,167,481,233,85
32,3,129,26722,153,513,123,2
31,2,10,10461,14,311,99,11
32,1,0,4675,1,160,66,0
32,1,0,4472,1,160,66,0
14,1,0,3344,2,70,32,0
15,1,0,2962,1,75,30,0
13,2,0,3839,2,131,32,0
14,2,0,3932,2,141,32,0
14,2,9,3467,32,141,64,1
14,2,6,3639,16,141,62,0
14,1,1,3147,2,70,32,0
12,3,207,6483,473,193,451,279
12,3,168,5747,473,193,451,279
14,2,0,3484,2,141,32,0
39,2,17,15229,18,391,144,0
37,3,25,32403,16,593,133,3
37,3,15,33837,18,593,144,0
38,1,0,5665,1,190,78,0
38,2,9,12819,11,381,138,0
38,2,16,13392,18,381,144,0
37,2,2,13188,1,371,78,0
38,3,53,32963,68,609,249,25
37,3,217,35054,18,593,144,0
25,3,2824,21071,4026,401,798,1263
25,2,38,7145,75,251,249,1
25,1,0,4178,1,125,52,0
25,2,7,6426,14,251,62,0
23,3,3,15389,3,369,65,0
24,2,55,7046,102,241,267,0
25,2,15,7513,29,251,128,0
26,3,4,18005,7,417,58,0
25,3,3,17058,7,401,58,0
25,1,0,3794,1,125,52,0
40,1,49,6078,63,200,231,0
40,1,2,5502,2,200,86,0
40,2,4,14031,4,401,93,0
40,2,6,13844,6,401,117,1
40,2,26,14964,32,401,125,0
40,3,318,34997,136,641,181,1
40,2,10,14191,12,401,109,2
40,3,212,34833,32,641,125,0
40,3,181,35008,210,641,142,8
40,2,206,14109,240,401,135,0
19,2,0,4796,1,191,40,0
18,3,2,9351,5,289,68,0
19,1,0,2965,1,95,40,0
20,1,6,3368,16,100,72,0
19,3,6238,16794,6350,305,1528,2029
20,1,1,3067,3,100,50,0
20,1,1,3082,3,100,49,0
20,2,2,4972,5,201,66,0
19,4,2646,25627,1688,436,173,245
19,2,1,5153,2,191,47,0
32,1,1,4549,1,160,64,0
32,2,4,10330,3,321,76,0
31,3,11,24762,14,497,105,2
31,3,4367,26920,3719,497,798,1165
32,1,1,4366,2,160,70,0
32,2,2,10230,2,321,71,0
32,1,10,4292,9,160,105,0
32,1,0,4180,1,160,64,0
32,3,103,27406,124,513,150,5
32,2,2,10266,2,321,71,0
30,1,0,4035,1,150,60,0
28,2,12,7969,15,281,105,4
29,1,5,4420,5,145,90,0
29,2,2,8366,2,291,64,0
29,1,1,3777,2,145,62,0
27,3,27,18144,30,433,107,12
28,3,141,20240,64,449,155,7
28,3,24,18994,39,449,112,6
28,3,51,18696,78,449,116,33
28,2,6005,15119,3862,281,1939,796
24,2,2,6129,5,241,72,0
24,3,3,14314,4,385,57,0
24,3,4,15985,6,385,69,0
24,2,4,6501,6,241,72,0
24,2,3,5986,4,241,64,0
24,2,1,6535,2,241,54,0
24,2,18,6030,30,241,70,0
24,3,23,14766,36,385,102,9
24,3,252,13856,48,385,108,0
24,3,11,14126,7,385,87,0
30,2,1484,14330,1040,301,576,1
28,2,2,7778,2,281,64,0
29,2,10,9719,14,291,70,0
28,2,1,8900,2,281,64,0
29,2,4,8453,7,291,66,0
30,1,0,4169,1,150,60,0
28,3,309,25230,128,449,257,23
30,2,8,9340,7,301,66,0
29,3,225,22991,21,465,78,3
23,1,12,3844,16,115,78,0
21,3,526,11099,584,337,347,204
23,1,0,3149,1,115,46,0
21,3,60,10844,96,337,193,60
21,3,29,11602,33,337,127,5
21,2,1,5170,2,211,48,0
21,2,0,6031,1,211,46,0
22,2,1,5142,2,221,48,0
22,2,0,5899,1,221,46,0
23,1,12,3479,15,115,62,0
23,2,4,5498,6,231,67,0
23,2,8,5773,15,231,62,0
23,2,23,5763,30,231,69,0
23,2,13,5682,30,231,68,0
23,3,1,12938,3,369,56,0
22,3,19,13648,28,353,114,6
22,4,723,38772,638,505,202,195
23,3,15,14024,18,369,81,2
23,2,2,6056,4,231,64,0
41,1,2,6915,1,205,82,0
39,2,7114,20405,6824,391,1686,2592
40,2,341,14947,156,401,291,59
39,2,14,13114,11,391,136,5
40,2,283,15587,156,401,290,59
40,2,5,13774,3,401,98,0
40,1,3,5647,3,200,92,0
39,2,3,12916,3,391,92,0
40,2,6,13949,6,401,94,0
27,3,573,16873,735,433,82,4
27,1,5,3570,10,135,87,0
25,3,6081,21248,8421,401,705,592
27,3,110,17891,210,433,82,2
27,2,174,7454,80,271,95,7
27,2,8,7139,14,271,66,0
27,2,2,7473,4,271,72,0
27,4,1299,43861,1470,620,88,12
27,1,3,3460,7,135,60,0
26,2,836,7599,1135,261,443,172
41,2,4,15914,4,411,91,0
42,2,24,16814,28,421,165,0
42,1,11,6404,15,210,100,0
42,1,0,6059,1,210,84,0
42,3,392,42232,225,673,118,0
41,2,4,15083,4,411,91,0
42,3,201,44904,240,673,139,0
41,2,10,15267,8,411,110,3
42,1,4,6272,2,210,91,0
42,2,2,16399,1,421,84,0
26,4,16,42114,24,597,107,4
26,3,20,15013,34,417,97,0
26,2,22,6384,34,261,97,0
26,2,3,6375,6,261,73,0
25,3,2,13981,4,401,64,0
26,2,20,6989,30,261,74,0
25,2,94,6236,150,251,185,76
26,1,1,3746,2,130,58,0
26,2,150,6416,242,261,138,25
40,2,1122,19584,1020,401,286,563
40,2,910,17266,116,401,227,13
40,3,2701,46790,3060,641,319,972
40,2,93,18239,48,401,223,0
38,3,376,40528,192,609,220,105
38,3,663,42806,377,609,311,231
40,2,1917,18910,1915,401,871,1047
39,2,85,16627,15,391,226,5
38,4,332,110634,13,873,135,0
40,2,243,16244,119,401,200,2
41,1,1,6588,1,205,82,0
40,2,47,16641,48,401,216,0
39,2,2,16801,2,391,84,0
23,3,131,19592,252,369,191,44
24,2,95,8302,189,241,120,0
23,2,42,7617,82,231,260,5
24,1,4,3343,7,120,54,0
23,3,5993,23508,5978,369,362,127
23,2,12,7295,27,231,113,0
23,3,1489,20003,1807,369,1606,220
24,3,738,27804,810,385,137,6
24,1,1,3580,3,120,58,0
24,2,6,8135,14,241,61,0
31,2,19,8982,22,311,126,7
31,2,37,8898,36,311,131,3
32,2,14,9374,18,321,129,0
31,2,4,8387,4,311,80,3
30,2,2,8367,2,301,66,0
30,2,1,8581,2,301,66,0
31,2,3,8702,3,311,72,0
31,2,6,9065,9,311,75,0
30,3,40,20093,36,481,131,3
30,2,26,8462,32,301,165,1
38,3,6,35082,7,609,84,0
39,1,1,5881,1,195,78,0
39,2,7,13718,8,391,92,0
39,2,2855,22628,2856,391,378,114
38,2,5,13255,7,381,84,0
39,1,24,5742,29,195,153,0
37,3,1342,39442,869,593,578,198
38,2,33,13572,34,381,158,0
21,2,1,4995,4,211,60,0
21,4,30079,64161,49367,482,7586,2895
21,2,4,5159,10,211,80,1
21,2,32,5125,68,211,158,0
21,2,875,5630,994,211,889,18
21,2,1,5059,4,211,58,0
20,2,13,4646,30,201,64,0
21,2,3,4585,7,211,48,0
20,3,17,10719,30,321,60,0
21,1,2,3095,7,105,48,0
23,1,2,3260,4,115,61,0
22,2,21,4913,42,221,81,2
23,2,44,5194,105,231,68,0
23,3,973,13494,1470,369,129,54
21,2,60,4954,102,211,98,42
23,1,1,3162,2,115,49,0
22,2,57,5030,111,221,117,15
23,3,11,12799,16,369,91,1
23,2,270,5902,210,231,96,8
22,4,2131,32968,3600,505,214,397
18,3,20,8032,38,289,98,0
18,2,326,4740,750,181,177,337
19,3,22,8340,59,305,75,2
19,1,1,3176,3,95,48,0
19,2,1,4194,3,191,48,0
19,2,15,4536,34,191,83,0
19,2,1,4354,3,191,48,0
19,2,12,4901,34,191,83,0
19,2,112,4413,225,191,72,0
19,2,1,4510,3,191,48,0
19,1,3,2911,7,95,44,0
18,3,30288,45342,207860,289,5451,-1
19,3,30268,45520,141176,305,4327,-1
19,2,103,5736,258,191,220,0
19,1,0,3180,1,95,38,0
18,2,26,4806,49,181,84,6
18,3,26625,40252,19119,289,2517,1569
18,2,14,4437,35,181,76,2
19,2,52,4679,126,191,110,2
19,2,1,4612,3,191,58,0
17,2,16,3916,30,171,56,0
17,1,13,2942,35,85,133,0
17,2,12,4290,30,171,56,0
17,2,41,3951,86,171,149,0
17,1,0,2925,3,85,44,0
17,2,10,3991,34,171,79,0
17,3,11,8467,18,273,70,4
16,3,5,8352,16,257,71,3
17,2,2,4321,6,171,60,0
17,2,1,4189,4,171,52,0
26,2,34,7112,56,261,124,1
26,2,78,6748,139,261,120,18
26,2,41,6941,60,261,101,0
27,1,11,3756,20,135,94,0
