errors, d1, d1err, d2, d2err, d3, d3err
1, 384.0, 239.08689937875195, 969.909090909091, 2775.0496950356314, 3821.0, 4431.784126675683
2, 657.6363636363636, 417.4268085495561, 22137.727272727272, 48953.40697418481, 74578.63636363637, 152487.06955987672
