length, lev_dist, lev_margin, lang_size, time
75, 1, 0, 43, 2.302668083s
60, 1, 0, 3, 1.274079916s
32, 2, 1, 30244, 728.831959ms
30, 2, 0, 15, 749.435709ms
33, 2, 0, 1639, 1.034302959s
23, 2, 1, 1662, 425.190041ms
67, 3, 2, 29251420, 50.842243583s
35, 3, 1, 31123, 2.546252625s
18, 2, 0, 64, 166.018833ms
50, 2, 0, 49, 2.604989834s
12, 2, 1, 3353, 63.968250ms
45, 2, 1, 15529, 1.118970583s
23, 1, 0, 45, 87.847333ms
45, 2, 1, 3019, 1.404148083s
41, 2, 1, 78129, 1.899890s
66, 1, 0, 59, 1.795424s
17, 2, 1, 2509, 137.630750ms
22, 2, 1, 534, 148.799041ms
27, 1, 0, 15, 118.461542ms
25, 3, 2, 102672, 8.252399042s
40, 1, 0, 4, 570.515125ms
24, 3, 2, 4134615, 8.293922s
52, 2, 0, 783, 2.912407042s
60, 1, 0, 23, 1.400676333s
30, 2, 1, 11714, 435.679916ms
73, 2, 0, 64, 7.077322459s
77, 2, 1, 95155, 4.670515s
18, 2, 0, 1657, 308.871250ms
15, 2, 1, 13938, 389.467208ms
41, 2, 0, 105, 1.362551250s
62, 1, 0, 2, 1.434645042s
25, 2, 1, 8742, 767.641250ms
25, 3, 1, 7175, 714.209583ms
6, 3, 1, 7288, 71.206292ms
20, 1, 0, 28, 62.444459ms
74, 1, 0, 102, 2.529088209s
10, 3, 2, 247381, 2.637732667s
55, 1, 0, 16, 1.131129125s
70, 1, 0, 7, 2.119829250s
21, 1, 0, 27, 88.057792ms
49, 2, 0, 240, 2.877938166s
58, 1, 0, 8, 1.300994917s
57, 2, 1, 3779, 2.762182791s
29, 2, 1, 35264, 2.039151416s
31, 3, 2, 2231545, 6.358524167s
6, 2, 1, 892, 15.281792ms
50, 2, 1, 28631, 2.646720500s
20, 2, 1, 14649, 824.560542ms
34, 3, 2, 5085549, 23.455223125s
32, 1, 0, 57, 355.408292ms
21, 2, 0, 1510, 565.067334ms
88, 2, 1, 33029, 9.357796959s
59, 2, 1, 46580, 4.674527708s
67, 1, 0, 26, 3.028027833s
37, 3, 1, 95239, 7.963470792s
8, 3, 2, 117863, 1.854835750s
40, 1, 0, 3, 803.452500ms
45, 1, 0, 28, 907.929833ms
71, 3, 2, 13023623, 58.549487708s
98, 2, 1, 3368, 15.021801167s
38, 3, 2, 4614217, 21.861846666s
44, 2, 1, 4644, 1.584730792s
11, 1, 0, 2, 40.09ms
34, 3, 2, 1830874, 8.539996291s
12, 3, 2, 132905, 3.931135416s
16, 2, 0, 583, 125.549291ms
61, 2, 1, 2540, 2.787649250s
95, 2, 1, 1207, 10.947587792s
11, 3, 1, 19221, 225.383166ms
73, 3, 1, 84755, 20.941390791s
76, 3, 1, 29346, 20.956364s
41, 3, 1, 40561, 3.155559500s
17, 2, 1, 16960, 499.421959ms
41, 2, 0, 64, 1.724291208s
54, 1, 0, 46, 1.230277209s
40, 1, 0, 7, 579.466375ms
87, 3, 2, 411989, 35.306638917s
95, 1, 0, 11, 6.783518458s
5, 1, 0, 59, 25.590833ms
33, 2, 1, 22177, 2.970716542s
27, 1, 0, 10, 364.600834ms
47, 2, 1, 11203, 2.767234625s
32, 1, 0, 49, 471.167084ms
23, 1, 0, 97, 226.931833ms
65, 2, 1, 55791, 5.048781917s
72, 2, 1, 52264, 6.710687250s
23, 2, 1, 21185, 937.085292ms
57, 3, 2, 20233643, 37.037997292s
48, 2, 1, 20438, 2.307492375s
76, 3, 2, 931172, 21.870884042s
45, 3, 2, 2101419, 12.949577375s
35, 1, 0, 102, 543.708166ms
91, 2, 0, 792, 21.903710375s
85, 2, 1, 106784, 10.757585708s
38, 1, 0, 72, 573.483ms
26, 3, 1, 416144, 7.927510083s
90, 2, 1, 85176, 11.408299084s
26, 2, 1, 7820, 722.084084ms
69, 3, 2, 17198199, 1m 1.495643625s
41, 2, 1, 13494, 2.162774792s
38, 2, 1, 5359, 1.260312750s
76, 1, 0, 26, 4.292709667s
47, 3, 2, 8210287, 2m 50.370631708s
8, 2, 1, 5195, 213.380084ms
31, 1, 0, 29, 328.914875ms
37, 2, 1, 26291, 1.060221625s
16, 1, 0, 22, 49.474625ms
54, 2, 1, 7891, 2.592633750s
75, 1, 0, 8, 3.662842084s
41, 3, 2, 3279947, 2m 22.301894792s
10, 1, 0, 34, 15.145667ms
67, 2, 1, 15127, 5.498042250s
27, 3, 2, 212117, 4.199269625s
41, 2, 1, 45914, 1.657206916s
82, 2, 1, 35752, 9.175066708s
16, 2, 1, 8631, 375.437834ms
19, 1, 0, 81, 125.668500ms
46, 1, 0, 4, 1.190972958s
22, 3, 2, 1592700, 8.598503167s
26, 2, 1, 2881, 512.833666ms
27, 1, 0, 6, 284.759ms
17, 2, 1, 27326, 747.360417ms
49, 2, 1, 6231, 2.277927792s
9, 1, 0, 3, 37.915083ms
66, 2, 1, 17078, 5.111833917s
22, 3, 2, 6180583, 17.032562625s
20, 2, 1, 20031, 563.111042ms
83, 2, 1, 53233, 10.144318500s
19, 3, 2, 173415, 3.091222584s
29, 2, 0, 210, 960.130333ms
76, 1, 0, 6, 4.344019792s
82, 1, 0, 22, 5.618648542s
44, 1, 0, 16, 1.002047250s
84, 2, 1, 1296, 9.740091542s
70, 3, 2, 3360830, 25.026824584s
6, 1, 0, 3, 4.895333ms
8, 1, 0, 14, 8.145708ms
24, 2, 0, 844, 637.156209ms
26, 2, 1, 11963, 568.387584ms
13, 2, 1, 7244, 277.657583ms
21, 1, 0, 84, 141.283042ms
68, 3, 2, 18396176, 2m 56.183961667s
20, 3, 2, 2124598, 28.343296458s
21, 3, 1, 69876, 954.231125ms
7, 2, 1, 53, 29.803958ms
6, 1, 0, 4, 11.594125ms
30, 2, 1, 2090, 762.763542ms
76, 2, 1, 822, 6.037713375s
30, 2, 0, 189, 1.041871375s
65, 3, 0, 1244, 20.129125292s
19, 2, 1, 9808, 821.491292ms
47, 2, 1, 43763, 1.918798958s
44, 1, 0, 16, 935.076542ms
92, 3, 2, 913981, 1m 59.114378375s
21, 3, 2, 298944, 10.283660541s
66, 2, 1, 51750, 5.260858458s
46, 2, 1, 68979, 5.376722708s
84, 3, 1, 1107972, 26.539523875s
34, 2, 0, 224, 1.221314292s
99, 2, 0, 225, 24.349589500s
21, 1, 0, 102, 108.328292ms
35, 3, 1, 9811, 2.193086541s
58, 2, 1, 25856, 8.009694791s
62, 3, 2, 6856589, 40.170760208s
61, 2, 1, 26812, 4.517451333s
12, 3, 1, 123280, 1.488333250s
89, 3, 2, 5477841, 2m 44.927448125s
7, 1, 0, 2, 7.006500ms
45, 2, 0, 121, 2.897842334s
21, 2, 0, 1638, 341.100750ms
40, 3, 2, 2498465, 2m 38.612500208s
65, 3, 2, 4420883, 39.612389916s
59, 1, 0, 17, 2.030543042s
39, 1, 0, 78, 666.217542ms
66, 2, 0, 200, 8.346576542s
56, 3, 2, 17824982, 52.510945625s
12, 1, 0, 58, 29.814459ms
31, 1, 0, 36, 440.395916ms
35, 2, 1, 36324, 1.321142959s
14, 2, 1, 4650, 142.609292ms
71, 1, 0, 7, 3.705860042s
86, 1, 0, 35, 6.041515792s
46, 1, 0, 8, 994.988750ms
50, 3, 2, 5831589, 3m 5.597372792s
26, 2, 0, 360, 715.563583ms
81, 1, 0, 102, 4.955015500s
32, 3, 2, 9388095, 19.251312875s
32, 2, 1, 36004, 1.013058459s
79, 2, 1, 76147, 8.752597042s
38, 2, 0, 16, 2.160584667s
13, 3, 1, 13300, 1.013426583s
28, 1, 0, 37, 261.674583ms
49, 3, 2, 1322471, 1m 8.266144417s
73, 2, 0, 156, 12.930835542s
73, 1, 0, 35, 4.778694s
40, 3, 2, 2765163, 1m 43.587167416s
38, 1, 0, 117, 807.112292ms
35, 2, 1, 45220, 1.320155250s
55, 1, 0, 76, 1.663513125s
22, 2, 1, 25317, 985.527167ms
20, 1, 0, 5, 154.981042ms
47, 1, 0, 90, 1.078292291s
95, 1, 0, 16, 7.957175625s
32, 3, 2, 3138123, 35.986262875s
32, 1, 0, 38, 332.663875ms
59, 1, 0, 61, 2.204998083s
55, 2, 1, 43768, 4.793289084s
37, 1, 0, 9, 420.477125ms
29, 3, 1, 226621, 6.698850833s
54, 1, 0, 7, 1.761156834s
51, 2, 1, 67229, 3.117183958s
58, 3, 2, 3681212, 18.200339167s
9, 1, 0, 79, 12.402417ms
25, 3, 2, 843354, 18.419137708s
26, 1, 0, 38, 235.553667ms
14, 3, 2, 80935, 2.235279542s
60, 1, 0, 28, 2.458254792s
34, 1, 0, 2, 449.773792ms
60, 2, 1, 51186, 8.592644250s
18, 2, 0, 335, 232.833792ms
37, 2, 1, 42344, 1.237763667s
68, 1, 0, 26, 3.002974s
15, 2, 0, 2, 132.164416ms
50, 3, 1, 122136, 16.159935833s
20, 1, 0, 47, 83.836916ms
34, 3, 2, 2447309, 12.898014s
75, 3, 2, 19555608, 1m 23.291969250s
36, 1, 0, 66, 386.189916ms
55, 2, 1, 51662, 3.213590875s
78, 3, 1, 156580, 55.597965125s
56, 1, 0, 2, 1.231786500s
35, 2, 1, 6850, 1.297025292s
85, 2, 1, 23300, 7.273922958s
73, 1, 0, 26, 2.693133458s
70, 2, 1, 46448, 4.568776250s
9, 2, 1, 8125, 460.772084ms
46, 1, 0, 53, 966.363ms
55, 1, 0, 39, 1.597849541s
41, 2, 1, 33410, 4.582657542s
41, 1, 0, 5, 791.459500ms
64, 3, 2, 1339216, 49.218188542s
22, 1, 0, 96, 154.586750ms
9, 1, 0, 14, 35.319875ms
8, 2, 1, 141, 31.716583ms
82, 1, 0, 3, 5.142865208s
24, 1, 0, 32, 174.874083ms
58, 1, 0, 11, 2.270059750s
10, 2, 1, 7554, 132.640916ms
25, 3, 2, 1763806, 11.206675958s
6, 3, 2, 248157, 5.225457666s
20, 1, 0, 35, 99.092041ms
82, 3, 2, 8951454, 1m 53.001832208s
41, 2, 1, 14327, 3.100008125s
40, 2, 1, 8254, 1.988617042s
36, 2, 1, 35635, 1.685536625s
14, 2, 1, 9729, 1.333717500s
13, 2, 0, 215, 98.411ms
56, 1, 0, 22, 2.026331792s
75, 2, 0, 6, 13.209290208s
49, 3, 1, 88152, 10.877855334s
49, 1, 0, 4, 1.323105375s
64, 3, 0, 726, 19.443098833s
36, 1, 0, 7, 909.463834ms
59, 1, 0, 84, 2.309708666s
34, 1, 0, 29, 508.686084ms
26, 3, 2, 1268632, 20.640259458s
51, 2, 1, 48676, 2.727591250s
16, 2, 1, 13715, 1.066500833s
46, 1, 0, 36, 1.097482750s
14, 1, 0, 11, 33.331250ms
18, 2, 1, 6656, 428.437041ms
30, 1, 0, 5, 446.462667ms
77, 3, 1, 180911, 31.458021208s
83, 1, 0, 18, 5.242210750s
39, 3, 1, 129300, 8.034777209s
15, 2, 1, 13265, 820.472458ms
37, 1, 0, 2, 553.179500ms
62, 2, 0, 6482, 8.114360917s
14, 2, 0, 6, 162.524459ms
44, 1, 0, 115, 6.235429625s
52, 3, 2, 5206968, 58.723000416s
9, 1, 0, 5, 14.173666ms
39, 2, 1, 3930, 1.345419083s
41, 1, 0, 38, 729.056917ms
46, 2, 0, 32, 2.908335792s
4, 2, 1, 525, 21.041667ms
11, 1, 0, 6, 23.283584ms
89, 3, 2, 5268507, 1m 47.668235666s
21, 1, 0, 30, 116.470792ms
41, 3, 0, 9010, 4.955208166s
61, 1, 0, 28, 2.236332417s
39, 2, 0, 2, 1.970651833s
20, 2, 1, 31279, 692.330042ms
63, 3, 2, 178786, 18.040940500s
48, 1, 0, 3, 1.221017542s
79, 1, 0, 16, 4.346208375s
92, 3, 2, 21230442, 42.812076458s
85, 1, 0, 29, 5.205671666s
78, 1, 0, 47, 3.842696792s
31, 2, 1, 3735, 781.570459ms
48, 1, 0, 80, 1.148167667s
68, 1, 0, 102, 2.641580708s
47, 2, 1, 37668, 2.534725708s
18, 1, 0, 2, 93.674792ms
10, 1, 0, 38, 13.613250ms
12, 3, 1, 50404, 593.311292ms
87, 2, 0, 403, 16.545726209s
87, 1, 0, 15, 5.273180958s
14, 2, 1, 2357, 178.732125ms
85, 2, 0, 17, 15.830480708s
42, 2, 1, 35432, 5.187734750s
62, 3, 2, 17961852, 25.713142459s
11, 3, 2, 840450, 5.795773292s
60, 3, 0, 512, 14.181232042s
19, 1, 0, 78, 121.992084ms
38, 1, 0, 58, 518.431166ms
40, 2, 1, 37216, 9.559326042s
69, 1, 0, 2, 3.390782875s
19, 2, 1, 18360, 1.520083292s
65, 3, 2, 20408776, 5m 43.522818958s
94, 1, 0, 185, 7.582162s
55, 1, 0, 57, 1.657704667s
63, 1, 0, 20, 2.003959750s
94, 2, 1, 1387, 12.392351708s
10, 1, 0, 19, 12.793250ms
37, 2, 1, 35620, 1.083674500s
29, 1, 0, 38, 314.083ms
73, 2, 1, 18116, 5.673646625s
20, 2, 1, 9446, 325.819792ms
34, 2, 1, 14100, 1.581824958s
44, 3, 0, 15, 5.734452833s
38, 2, 0, 237, 1.411281833s
21, 3, 2, 1321530, 18.012894s
75, 3, 1, 85119, 22.464353s
19, 1, 0, 129, 102.837458ms
82, 2, 0, 848, 13.410110125s
20, 1, 0, 8, 237.361417ms
71, 1, 0, 58, 2.791311625s
27, 3, 2, 6793334, 18.984836959s
69, 3, 0, 24602, 20.380063792s
28, 2, 1, 1896, 575.163500ms
18, 2, 1, 11454, 684.246542ms
6, 1, 0, 102, 18.616541ms
46, 1, 0, 4, 946.507708ms
50, 1, 0, 10, 1.100045041s
76, 2, 0, 165, 10.602534792s
32, 2, 1, 25291, 6.998781541s
34, 3, 1, 473, 6.109842166s
12, 1, 0, 38, 30.974083ms
48, 2, 1, 48672, 2.807450167s
13, 1, 0, 6, 40.257541ms
33, 2, 1, 34302, 1.713651750s
36, 3, 2, 5642902, 20.345411167s
88, 2, 0, 64, 20.948593125s
87, 1, 0, 4, 5.473503084s
36, 2, 1, 2564, 1.104813333s
31, 2, 1, 2726, 1.048089041s
48, 2, 1, 13227, 2.416816208s
81, 2, 0, 121, 17.836710167s
73, 3, 1, 2238840, 1m 52.018287917s
7, 3, 2, 507158, 4.882013042s
21, 2, 1, 6381, 689.294875ms
20, 1, 0, 36, 121.253542ms
76, 1, 0, 3, 4.079052792s
44, 2, 1, 17153, 1.619955875s
59, 1, 0, 129, 2.377915541s
49, 3, 0, 10026, 8.312520458s
21, 1, 0, 64, 145.003291ms
32, 1, 0, 123, 337.226416ms
41, 3, 2, 3302166, 2m 7.422476791s
64, 1, 0, 67, 2.725382792s
34, 2, 0, 22, 1.525912875s
54, 1, 0, 31, 1.859028709s
15, 2, 0, 3600, 216.28ms
67, 1, 0, 25, 3.075700584s
33, 2, 1, 19509, 1.288798375s
64, 1, 0, 22, 2.640969709s
78, 3, 2, 8686808, 1m 0.227930208s
38, 2, 1, 40552, 2.904000875s
72, 1, 0, 102, 3.925385500s
43, 1, 0, 2, 838.643125ms
25, 1, 0, 38, 160.505375ms
12, 1, 0, 36, 18.788917ms
30, 3, 2, 4070744, 7m 24.601181s
73, 2, 1, 70899, 7.497345833s
59, 2, 1, 6400, 3.852479625s
29, 3, 2, 23930, 2.994273709s
59, 2, 1, 25462, 5.216428209s
58, 2, 0, 90, 6.084304500s
10, 2, 1, 4656, 154.015791ms
14, 1, 0, 3, 88.064667ms
79, 2, 0, 37, 14.658377750s
29, 1, 0, 41, 292.464375ms
45, 3, 2, 5268370, 2m 51.432554958s
68, 1, 0, 108, 3.372337500s
36, 3, 1, 168237, 4.247991083s
30, 1, 0, 17, 350.066875ms
39, 3, 2, 51094, 3.395722375s
52, 3, 2, 294886, 14.629558833s
21, 1, 0, 4, 88.973ms
12, 3, 2, 567941, 12.010215375s
34, 1, 0, 125, 294.414500ms
57, 3, 0, 343, 11.565228958s
59, 1, 0, 10, 1.495730500s
31, 1, 0, 2, 210.832416ms
58, 2, 0, 16, 4.062100791s
75, 3, 1, 8243, 15.555341291s
7, 2, 0, 273, 42.957125ms
7, 2, 0, 165, 44.394250ms
5, 1, 0, 5, 6.777625ms
64, 1, 0, 6, 1.798582166s
25, 3, 0, 896, 956.571500ms
34, 2, 1, 31520, 1.834453292s
95, 1, 0, 44, 5.758529875s
94, 1, 0, 58, 6.183994417s
79, 1, 0, 5, 3.912857750s
82, 1, 0, 4, 4.154731625s
29, 1, 0, 5, 298.603125ms
52, 2, 1, 48240, 2.478119291s
64, 2, 1, 26843, 9.466851583s
23, 1, 0, 41, 324.998667ms
90, 1, 0, 7, 11.052493041s
45, 3, 2, 1596441, 50.174077250s
45, 2, 1, 5227, 1.505699500s
17, 1, 0, 7, 145.277791ms
70, 3, 1, 742123, 19.939953167s
39, 2, 1, 34129, 2.138697375s
65, 1, 0, 18, 1.944294500s
31, 2, 1, 15195, 655.900416ms
14, 2, 1, 12657, 809.450583ms
69, 1, 0, 3, 2.140468291s
19, 1, 0, 42, 71.277917ms
69, 3, 2, 543839, 23.866972s
6, 1, 0, 46, 6.613542ms
43, 1, 0, 30, 783.613208ms
98, 3, 2, 54555994, 59.090403542s
71, 1, 0, 8, 3.476998333s
70, 2, 1, 20034, 6.837103708s
15, 2, 1, 5726, 293.390709ms
9, 1, 0, 58, 52.628917ms
28, 2, 1, 4477, 1.345699375s
34, 2, 1, 31220, 1.823139667s
44, 2, 0, 70, 2.894422167s
74, 2, 1, 27603, 7.212709416s
21, 2, 1, 2230, 342.875709ms
19, 2, 1, 8889, 520.344584ms
77, 2, 0, 4096, 11.411777917s
24, 1, 0, 29, 120.527333ms
30, 1, 0, 16, 298.936834ms
19, 1, 0, 23, 137.087750ms
41, 2, 0, 220, 2.102129208s
23, 1, 0, 7, 366.007ms
29, 2, 1, 14571, 1.183133709s
44, 1, 0, 26, 997.455708ms
77, 1, 0, 26, 4.162989833s
84, 1, 0, 13, 5.075615917s
42, 1, 0, 3, 869.223375ms
48, 1, 0, 28, 1.142976125s
8, 2, 0, 76, 25.707875ms
12, 2, 1, 11612, 865.394417ms
74, 1, 0, 19, 3.639188750s
41, 2, 0, 64, 2.353133208s
16, 1, 0, 16, 195.102792ms
21, 3, 1, 155906, 1.669661708s
65, 1, 0, 99, 2.838043375s
30, 2, 0, 16, 1.422327792s
15, 2, 1, 13044, 1.573869250s
21, 1, 0, 6, 135.315583ms
33, 1, 0, 11, 452.760083ms
64, 2, 1, 13289, 5.303650417s
38, 1, 0, 102, 709.015250ms
83, 3, 2, 4317561, 51.823428584s
11, 2, 1, 1960, 106.388833ms
34, 1, 0, 76, 515.762500ms
30, 1, 0, 11, 318.542833ms
37, 2, 1, 35685, 1.477768084s
42, 2, 1, 4340, 2.123245041s
98, 2, 1, 3679, 14.928217125s
51, 3, 1, 3150, 6.224428417s
26, 2, 0, 222, 630.136750ms
41, 3, 1, 147329, 18.625481666s
10, 2, 1, 7911, 420.389666ms
19, 1, 0, 26, 81.334458ms
20, 2, 1, 14559, 1.383185709s
33, 1, 0, 13, 516.726208ms
15, 2, 1, 20407, 1.392709875s
56, 1, 0, 8, 1.671646208s
38, 2, 1, 11874, 1.110447125s
14, 2, 1, 12657, 1.111363333s
57, 1, 0, 64, 1.629109334s
57, 2, 1, 75486, 4.227845250s
26, 3, 1, 627353, 39.070472750s
8, 1, 0, 14, 9.257333ms
42, 1, 0, 8, 824.521625ms
15, 1, 0, 67, 63.702167ms
41, 3, 2, 3215203, 7.510454333s
26, 1, 0, 16, 209.887583ms
58, 1, 0, 59, 1.795275s
44, 2, 1, 9812, 2.514810166s
18, 1, 0, 35, 78.692208ms
61, 1, 0, 28, 2.376597333s
13, 1, 0, 31, 56.356792ms
31, 3, 2, 5326205, 1m 52.199786166s
23, 2, 1, 10738, 656.417750ms
33, 1, 0, 7, 218.998250ms
31, 1, 0, 34, 343.343916ms
18, 3, 0, 49688, 705.651500ms
27, 1, 0, 13, 398.883917ms
29, 2, 1, 25892, 880.782291ms
4, 1, 0, 7, 2.955750ms
32, 1, 0, 41, 549.186542ms
35, 1, 0, 94, 1.008444375s
10, 2, 0, 2352, 155.347167ms
60, 1, 0, 82, 2.447192625s
54, 2, 0, 783, 5.726694041s
25, 3, 2, 2726523, 12.382291584s
99, 1, 0, 5, 9.964433292s
32, 2, 0, 108, 1.483829708s
29, 1, 0, 14, 186.578792ms
94, 2, 1, 3165, 14.216767625s
47, 3, 1, 28981, 10.202688333s
66, 1, 0, 8, 6.669910125s
69, 2, 1, 1498, 9.173551334s
23, 2, 1, 21558, 1.803238167s
34, 3, 2, 9380874, 10m 52.281325500s
59, 2, 1, 5163, 3.918147709s
31, 1, 0, 30, 222.271208ms
34, 2, 1, 45032, 849.536833ms
6, 3, 1, 158554, 2.349647625s
58, 3, 2, 198365, 29.757890250s
46, 3, 1, 58228, 6.414432292s
74, 1, 0, 4, 2.899225209s
35, 1, 0, 4, 441.158500ms
90, 2, 1, 100840, 8.702143792s
56, 2, 1, 51948, 3.932479292s
19, 1, 0, 2, 199.130625ms
18, 3, 1, 203636, 4.671019541s
8, 2, 1, 5195, 165.726625ms
92, 3, 2, 7572232, 37.775301500s
53, 2, 0, 97, 4.331860708s
65, 2, 0, 176, 7.723863292s
29, 1, 0, 27, 545.240958ms
21, 1, 0, 8, 110.253334ms
15, 1, 0, 62, 75.102708ms
36, 1, 0, 27, 586.804083ms
51, 2, 0, 63, 5.182505958s
33, 1, 0, 28, 558.713375ms
81, 1, 0, 18, 6.076778042s
46, 3, 2, 6437125, 1m 54.457731208s
7, 2, 0, 29, 218.587250ms
13, 3, 1, 424626, 2.211051084s
27, 1, 0, 28, 461.296834ms
24, 1, 0, 5, 158.669958ms
17, 3, 2, 1245479, 10.761251833s
23, 3, 2, 4593867, 24.459301667s
9, 1, 0, 64, 35.252584ms
12, 1, 0, 64, 19.799167ms
46, 1, 0, 2, 1.299114791s
58, 1, 0, 46, 1.942002s
33, 2, 1, 32480, 2.155569167s
42, 2, 0, 48, 2.621459250s
25, 3, 2, 3584720, 21.374474625s
10, 2, 1, 7799, 291.872084ms
81, 2, 0, 105, 14.944383459s
9, 1, 0, 6, 184.716791ms
16, 1, 0, 8, 47.718584ms
49, 3, 1, 1314935, 31.502019375s
62, 1, 0, 26, 2.030798709s
29, 2, 1, 6849, 1.630662334s
33, 1, 0, 20, 285.369875ms
49, 1, 0, 67, 1.290775042s
15, 1, 0, 3, 220.670750ms
10, 2, 1, 5683, 256.455708ms
9, 3, 2, 257743, 3.193549584s
44, 3, 2, 318363, 9.708303958s
5, 1, 0, 41, 5.846708ms
12, 2, 1, 1927, 315.702833ms
27, 2, 1, 8425, 412.459ms
23, 1, 0, 50, 76.869750ms
42, 2, 0, 1294, 2.591900541s
25, 3, 0, 120, 1.328069916s
36, 1, 0, 12, 550.245125ms
55, 2, 1, 53604, 3.292135042s
22, 2, 1, 6475, 823.241875ms
25, 2, 0, 46, 600.201041ms
15, 1, 0, 15, 77.091750ms
67, 2, 1, 3582, 5.447167125s
41, 1, 0, 2, 753.275208ms
13, 1, 0, 102, 56.478042ms
6, 2, 1, 1283, 70.988041ms
37, 2, 1, 34764, 1.327896500s
95, 1, 0, 78, 11.419846667s
23, 3, 0, 68921, 999.920333ms
70, 2, 1, 84227, 5.982870083s
18, 3, 2, 1001588, 21.224093958s
9, 1, 0, 5, 22.933292ms
70, 1, 0, 102, 2.491306916s
22, 2, 1, 15026, 413.341625ms
55, 1, 0, 34, 1.136185750s
48, 2, 1, 10754, 1.741299417s
58, 1, 0, 21, 1.322913667s
48, 1, 0, 78, 810.973750ms
82, 1, 0, 68, 3.618268875s
31, 3, 2, 1405128, 47.463111583s
25, 2, 1, 11153, 716.161125ms
41, 2, 0, 5, 1.979252959s
23, 3, 0, 8, 709.374542ms
33, 1, 0, 34, 293.846333ms
4, 1, 0, 7, 175.210875ms
21, 1, 0, 12, 80.167ms
40, 2, 1, 3504, 1.237869s
21, 2, 1, 9640, 391.158ms
91, 1, 0, 131, 5.160409125s
71, 1, 0, 39, 2.819122917s
49, 3, 2, 6009197, 1m 42.444765583s
20, 2, 1, 23181, 399.972375ms
89, 3, 2, 7417389, 41.191557625s
70, 2, 0, 121, 7.667392166s
4, 1, 0, 15, 3.209125ms
84, 1, 0, 13, 3.919636084s
40, 2, 0, 66, 1.470433542s
10, 3, 1, 576578, 1.906194959s
89, 1, 0, 91, 4.362173167s
15, 2, 1, 17710, 493.707916ms
10, 3, 2, 54671, 1.321514084s
85, 3, 2, 38020200, 1m 44.590460459s
75, 2, 1, 58739, 5.107285291s
61, 2, 1, 23699, 3.081970875s
27, 2, 0, 34, 457.766ms
28, 1, 0, 47, 338.023166ms
8, 3, 1, 173202, 1.073437667s
22, 1, 0, 66, 114.418916ms
16, 1, 0, 7, 31.015459ms
85, 1, 0, 5, 4.387485916s
20, 2, 0, 212, 239.213250ms
54, 1, 0, 41, 1.208164417s
39, 3, 1, 341590, 13.371628500s
66, 1, 0, 40, 2.144481750s
4, 2, 1, 3327, 75.990917ms
37, 3, 1, 775, 2.105467167s
44, 2, 1, 30627, 3.365019042s
46, 2, 1, 42117, 2.135695292s
81, 1, 0, 14, 5.486227834s
28, 1, 0, 69, 182.136167ms
59, 3, 2, 26805586, 1m 50.026676333s
42, 1, 0, 74, 747.733667ms
82, 1, 0, 4, 4.535911959s
99, 2, 1, 3048, 15.342296959s
12, 2, 1, 15185, 1.375709417s
27, 2, 0, 195, 859.853458ms
97, 2, 1, 6411, 15.901436625s
46, 1, 0, 28, 1.453055542s
8, 1, 0, 5, 235.655125ms
56, 3, 2, 2672193, 40.112896375s
61, 3, 2, 11632730, 3m 46.682118834s
34, 2, 0, 783, 1.243362250s
29, 1, 0, 26, 369.208250ms
18, 2, 1, 12150, 284.276291ms
67, 2, 1, 12418, 4.114968375s
29, 1, 0, 49, 196.327709ms
37, 2, 1, 20914, 956.730667ms
30, 1, 0, 30, 356.469416ms
47, 1, 0, 21, 1.042747417s
32, 2, 1, 5470, 945.293750ms
30, 1, 0, 57, 350.690792ms
51, 3, 2, 1781993, 35.997537416s
36, 1, 0, 2, 643.886ms
32, 2, 1, 12093, 1.062982750s
43, 2, 1, 27690, 2.502430334s
24, 1, 0, 18, 111.498666ms
35, 2, 1, 41307, 1.874613166s
11, 2, 1, 1642, 124.361292ms
70, 1, 0, 37, 2.907544875s
75, 3, 2, 6023792, 50.283334834s
22, 3, 1, 187060, 3.339361583s
35, 2, 0, 860, 1.320271791s
58, 1, 0, 80, 1.941816875s
8, 1, 0, 15, 9.311834ms
62, 3, 1, 393852, 59.728405459s
38, 1, 0, 33, 708.921333ms
59, 1, 0, 29, 2.115419667s
32, 1, 0, 13, 333.901583ms
58, 2, 0, 144, 6.471326250s
88, 2, 1, 70139, 11.324073042s
19, 2, 1, 8129, 524.806958ms
6, 2, 1, 1283, 55.614500ms
63, 1, 0, 48, 2.527780791s
20, 2, 1, 19322, 1.529261083s
54, 2, 1, 43570, 3.298825959s
14, 2, 1, 12290, 1.072929541s
44, 1, 0, 69, 776.699625ms
78, 2, 0, 68, 14.555408083s
44, 2, 1, 4068, 2.444734250s
14, 2, 1, 11172, 227.222083ms
55, 3, 2, 27285531, 1m 56.732984500s
26, 2, 0, 1764, 871.820709ms
66, 1, 0, 58, 3.298360834s
89, 2, 1, 92708, 12.858394834s
19, 1, 0, 68, 126.9ms
16, 1, 0, 58, 73.341250ms
35, 2, 1, 12547, 1.498223500s
13, 2, 1, 914, 56.000334ms
32, 2, 0, 3136, 1.192404500s
40, 2, 1, 23437, 2.048915750s
53, 2, 1, 45355, 3.606600042s
65, 2, 1, 55627, 6.154096s
23, 3, 0, 6690, 873.213750ms
35, 2, 1, 36068, 1.303793166s
60, 2, 1, 59507, 3.603451042s
51, 2, 1, 43878, 4.291013s
